settlement_name,osm_relation_id
Kislőd,1078448
Kismarja,1443816
Kismaros,1440601
Kismányok,1501365
Kisnamény,1452465
Kisnyárád,575191
Kisnána,1417284
Kisnémedi,1390625
Kisoroszi,216162
Kispalád,1452433
Kispirit,1078592
Kispáli,1357194
Kisrozvágy,1317358
Kisrákos,1131374
Kisrécse,1358071
Kissikátor,1426683
Kissomlyó,1132234
Kisszekeres,1452483
Kisszentmárton,575266
Kissziget,1314048
Kisszállás,1130416
Kisszékely,1403021
Kisszőlős,1078612
Kistamási,575121
Kistapolca,575334
Kistarcsa,1390433
Kistelek,1025060
Kistokaj,1440878
Kistolmács,1320820
Kistormás,1493780
Kistótfalu,575139
Kisunyom,1131685
Kisvarsány,1456923
Kisvaszar,1606347
Kisvejke,1501373
Kisvárda,1453536
Kisvásárhely,1359794
Kiszombor,1025098
Kiszsidány,1607309
Kisújszállás,1325342
Klárafalva,1025058
Kocs,1027757
Kocsola,1503182
Kocsord,1452149
Kocsér,1319917
Kokad,1452161
Kolontár,1078631
Komjáti,1317814
Komló,575200
Komlódtótfalu,1452428
Komlósd,1368015
Komlóska,1432110
Komoró,1453537
Kompolt,1418103
Komádi,1413577
Komárom,1027781
Kondorfa,1131359
Kondoros,1026173
Kondó,1428648
Konyár,1443824
Koppányszántó,1503180
Korlát,1280992
Koroncó,1440742
Kosd,1375475
Kovácshida,575237
Kovácsszénája,575297
Kovácsvágás,1432022
Kozmadombja,1315855
Kozárd,1370510
Kozármisleny,575212
Krasznokvajda,1317778
Kulcs,1420750
Kunadacs,1130363
Kunbaja,1130383
Kunbaracs,1130406
Kuncsorba,1325336
Kunfehértó,1130377
Kunhegyes,1325120
Kunmadaras,1332838
Kunpeszér,1130317
Kunszentmiklós,1130326
Kunszentmárton,1319859
Kunsziget,1492792
Kunszállás,1130315
Kunágota,1026203
Kup,1078614
Kupa,1391027
Kurd,1503717
Kurityán,1428426
Kustánszeg,1315853
Kutas,1367970
Kutasó,1370527
Kács,1418451
Kákics,575183
Kál,1418108
Káld,1131412
Kálló,1372512
Kállósemjén,1447646
Kálmáncsa,1367987
Kálmánháza,1447648
Káloz,1402814
Kálócfa,1315856
Kám,1131429
Kántorjánosi,1452125
Kány,1317764
Kánya,1367855
Kányavár,1320817
Kánó,1418034
Kápolna,1418104
Kápolnásnyék,1370243
Káptalanfa,1078528
Káptalantóti,1078466
Kára,1367937
Károlyháza,1491441
Kárász,575388
Kásád,575263
Kátoly,575218
Káva,1323377
Kávás,1607269
Kázsmárk,1440925
Kék,1453501
Kékcse,1453535
Kéked,1280996
Kékesd,575140
Kékkút,1078537
Kéleshalom,1130397
Kémes,575175
Kérsemjén,1452136
Kétbodony,1370283
Kétegyháza,1026155
Kéthely,1367953
Kétpó,1315882
Kétsoprony,1026181
Kétvölgy,1131433
Kéty,1501361
Kétújfalu,575187
Kóka,1379827
Kóny,1483312
Kópháza,1491335
Kórós,575141
Kóspallag,1370264
Kótaj,1446110
Köblény,575303
Köcsk,1132241
Kökény,575373
Kölcse,1452478
Kölesd,1493779
Kölked,575251
Kömlő,1418118
Kömlőd,1027756
Kömpöc,1130353
Kömörő,1452456
Körmend,1131491
Környe,1027755
Köröm,1440875
Körösladány,1026167
Körösnagyharsány,1026196
Körösszakál,1413578
Körösszegapáti,1444154
Köröstarcsa,1026152
Körösújfalu,1026182
Kötcse,1367964
Kötegyán,1026139
Kövegy,1025097
Köveskál,1078471
Kübekháza,1025049
Külsősárd,1120925
Külsővat,1078558
Küngös,1078433
Kőkút,1367967
Kőröshegy,1367868
Kőröstetétlen,1315884
Kőszeg,1131571
Kőszegdoroszló,1131568
Kőszegpaty,1131562
Kőszegszerdahely,1131572
Kőszárhegy,1361445
Kőtelek,1325326
Kővágószőlős,575329
Kővágótöttös,575208
Kővágóörs,1078584
Lad,1367949
Ladánybene,1130338
Lajoskomárom,1458081
Lajosmizse,1130398
Lak,1317820
Lakhegy,1357197
Lakitelek,1130336
Lakócsa,1367958
Lapáncsa,575155
Laskod,1452117
Lasztonya,1314049
Legyesbénye,1439560
Legénd,1373926
Lendvadedes,1311798
Lendvajakabfa,1608470
Lengyel,1503712
Lengyeltóti,1368047
Lenti,1311800
Lepsény,1458083
Lesencefalu,1078454
Lesenceistvánd,1078644
Lesencetomaj,1078601
Letenye,1320804
Letkés,1370261
Levelek,1447650
Levél,1492746
Leányfalu,216164
Leányvár,1027794
Libickozma,1367994
Lickóvadamos,1356906
Liget,575292
Ligetfalva,1359597
Lippó,575271
Liptód,575340
Lipót,1492791
Lispeszentadorján,1320823
Liszó,1320802
Litka,1317825
Litke,1371944
Litér,1078624
Lothárd,575215
Lovas,1078436
Lovasberény,1361440
Lovászhetény,575131
Lovászi,1359847
Lovászpatona,1078484
Lucfalva,1370524
Ludas,1417488
Ludányhalászi,1370512
Lukácsháza,1131573
Lulla,1367943
Lábatlan,1027780
Lábod,1367883
Lácacséke,1317352
Ládbesenyő,1317774
Lánycsók,575299
Lápafő,1503176
Látrány,1368072
Lázi,1440704
Lébény,1492747
Léh,1391175
Lénárddaróc,1418233
Létavértes,1443911
Lócs,1131468
Lókút,1078547
Lónya,1456943
Lórév,222338
Lövő,1430605
Lövőpetri,1452606
Lúzsok,575285
Lőkösháza,1026178
Lőrinci,1372519
Madaras,1130356
Madocsa,1407267
Maglóca,1483294
Maglód,1385398
Magosliget,1452475
Magy,1447634
Magyaralmás,1361439
Magyaratád,1367835
Magyarbánhegyes,1026185
Magyarbóly,575243
Magyarcsanád,1025052
Magyardombegyház,1026165
Magyaregregy,575214
Magyaregres,1368044
Magyarföld,1311782
Magyargencs,1078607
Magyargéc,1370522
Magyarhertelend,575333
Magyarhomorog,1413579
Magyarkeresztúr,1483314
Magyarkeszi,1503204
Magyarlak,1131456
Magyarlukafa,575367
Magyarmecske,575370
Magyarnádalja,1131343
Magyarnándor,1370287
Magyarpolány,1078428
Magyarsarlós,575170
Magyarszecsőd,1131410
Magyarszentmiklós,1320806
Magyarszerdahely,1358073
Magyarszombatfa,1131411
Magyarszék,575355
Magyartelek,575152
Majosháza,222344
Majs,575253
Makkoshotyka,1432023
Maklár,1418113
Makád,222339
Makó,1025047
Malomsok,1078475
Marcalgergelyi,1078560
Marcali,1368073
Marcaltő,1078542
Markaz,1417303
Markotabödöge,1483307
Markóc,575164
Maroslele,1025075
Martfű,1319853
Martonfa,575151
Martonvásár,1370244
Martonyi,1317823
Maráza,575344
Maróc,1320805
Marócsa,575352
Matty,575293
Mecseknádasd,575123
Mecsekpölöske,575375
Mecsér,1492749
Medgyesbodzás,1026193
Medgyesegyháza,1026204
Medina,1493781
Meggyeskovácsi,1131387
Megyaszó,1439552
Megyehíd,1131475
Megyer,1078510
Mekényes,575298
Mencshely,1078530
Mende,1385344
Merenye,575153
Mernye,1367847
Mersevát,1132244
Mesterháza,1131482
Mesteri,1132247
Mesterszállás,1319848
Meszes,1317831
Meszlen,1131672
Mesztegnyő,1367954
Mezőberény,1026145
Mezőcsokonya,1367957
Mezőcsát,1418299
Meződ,575272
Mezőfalva,1420596
Mezőgyán,1026202
Mezőhegyes,1026169
Mezőhék,1319856
Mezőkeresztes,1418313
Mezőkomárom,1458085
Mezőkovácsháza,1026214
Mezőkövesd,1418119
Mezőladány,1453871
Mezőlak,1078503
Mezőnagymihály,1418293
Mezőnyárád,1418319
Mezőpeterd,1444156
Mezősas,1413805
Mezőszemere,1418124
Mezőszentgyörgy,1458086
Mezőszilas,1403106
Mezőtárkány,1418114
Mezőtúr,1325356
Mezőzombor,1433783
Mezőörs,1440649
Miháld,1359973
Mihályfa,1359787
Mihálygerge,1371938
Mihályháza,1078457
Mihályi,1483462
Mike,1368053
Mikebuda,1319918
Mikekarácsonyfa,1356967
Mikepércs,1443823
Miklósi,1368030
Mikosszéplak,1131352
Mikófalva,1418235
Mikóháza,1432027
Milejszeg,1607268
Milota,1452484
Mindszent,1025101
Mindszentgodisa,575326
Mindszentkálla,1078613
Misefa,1359605
Miske,1130354
Miskolc,1440895
Miszla,1503228
Mocsa,1027827
Mogyoród,214930
Mogyorósbánya,1027766
Mogyoróska,1280987
Moha,1361449
Mohora,1370292
Mohács,575366
Molnaszecsőd,1131383
Molnári,1320765
Molvány,575289
Monaj,1391176
Monok,1433791
Monor,1607393
Monorierdő,1690323
Monostorapáti,1078481
Monostorpályi,1443910
Monoszló,1078597
Monyoród,575314
Mosdós,1368058
Mosonmagyaróvár,1491446
Mosonszentmiklós,1492750
Mosonszolnok,1491423
Mosonudvar,2132268
Mozsgó,575238
Mucsfa,1501359
Mucsi,1503711
Muhi,1440870
Murakeresztúr,1320769
Murarátka,1320812
Muraszemenye,1359840
Murga,1501362
Murony,1026205
Mád,1433792
Mágocs,575258
Mályi,1440874
Mályinka,1428681
Mánd,1452449
Mándok,1453877
Mánfa,575166
Mány,1380009
Márfa,575156
Máriahalom,1027823
Máriakálnok,1491442
Máriakéménd,575278
Márianosztra,1370265
Máriapócs,1447647
Márkháza,1370500
Márkó,1078444
Márok,575213
Márokföld,1311789
Márokpapi,1456933
Mártély,1025046
Mátraballa,1401775
Mátraderecske,1417281
Mátramindszent,1401778
Mátranovák,1372092
Mátraszele,1372114
Mátraszentimre,1417366
Mátraszőlős,1370506
Mátraterenye,1372093
Mátraverebély,1372112
Mátyus,1456920
Mátyásdomb,1403019
Mátészalka,1452121
Mátételke,1130329
Máza,575162
Méhkerék,1026168
Méhtelek,1452474
Mélykút,1130382
Méra,1317777
Mérges,1440746
Mérk,1452135
Mónosbél,1418228
Mór,1369089
Mórahalom,1025067
Móricgát,1130432
Mórichida,1440739
Mórágy,1501292
Múcsony,1428420
Mőcsény,1501290
Nadap,1361453
Nagyacsád,1078593
Nagyalásony,1078508
Nagyar,1452481
Nagyatád,1367999
Nagybajcs,1492795
Nagybajom,1368023
Nagybakónak,1358077
Nagybaracska,1130335
Nagybarca,1428650
Nagyberki,1367910
Nagyberény,1367839
Nagybudmér,575102
Nagybánhegyes,1026176
Nagybárkány,1370517
Nagybörzsöny,1370259
Nagycenk,1458349
Nagycsepely,1368064
Nagycserkesz,1447609
Nagycsány,575328
Nagycsécs,1440873
Nagydobos,1452137
Nagydobsza,575241
Nagydorog,1503223
Nagydém,1078568
Nagyecsed,1452138
Nagyesztergár,1078474
Nagyfüged,1417490
Nagygeresd,1131494
Nagygyimót,1078487
Nagygörbő,1359785
Nagyhajmás,575342
Nagyhalász,1453502
Nagyharsány,575371
Nagyhegyes,1405220
Nagyhuta,1432024
Nagyhódos,1452471
Nagyigmánd,1027795
Nagyiván,1332839
Nagykamarás,1026147
Nagykanizsa,1320813
Nagykapornak,1359606
Nagykarácsony,1403017
Nagykereki,1444153
Nagykeresztúr,1370518
Nagykinizs,1440932
Nagykorpád,1368082
Nagykovácsi,215946
Nagykozár,575304
Nagykutas,1357190
Nagykálló,1447631
Nagykáta,1323458
Nagykónyi,1503181
Nagykökényes,1372508
Nagykölked,1131473
Nagykörű,1315883
Nagykőrös,1319913
Nagylak,1025096
Nagylengyel,1356911
Nagylóc,1370507
Nagylók,1420595
Nagylózs,1458347
Nagymaros,1440603
Nagymizdó,1131464
Nagymágocs,1025053
Nagymányok,1501367
Nagynyárád,575232
Nagyoroszi,1402555
Nagypall,575301
Nagypeterd,575165
Nagypirit,1078451
Nagypáli,1357199
Nagyrada,1599349
Nagyrozvágy,1317357
Nagyrábé,1444177
Nagyrákos,1124138
Nagyrécse,1360007
Nagyréde,1417486
Nagyrév,1319858
Nagysimonyi,1132240
Nagyszakácsi,1368001
Nagyszekeres,1452452
Nagyszentjános,1440648
Nagyszokoly,1503202
Nagyszékely,1403028
Nagyszénás,1026180
Nagysáp,1027784
Nagytarcsa,1390431
Nagytevel,1078640
Nagytilaj,1131497
Nagytálya,1418117
Nagytótfalu,575308
Nagytőke,1025095
Nagyvarsány,1456929
Nagyvejke,1501363
Nagyveleg,1369087
Nagyvenyim,1420599
Nagyvisnyó,1418227
Nagyváty,575209
Nagyvázsony,1078619
Nagyér,1025120
Nagyút,1418100
Nak,1502216
Napkor,1447611
Narda,1131674
Naszály,1027822
Nekézseny,1428545
Nemesapáti,1359708
Nemesbikk,1418291
Nemesborzova,1452461
Nemesbük,1359604
Nemesbőd,1131677
Nemescsó,1131564
Nemesdéd,1367982
Nemesgulács,1078632
Nemesgörzsöny,1078572
Nemeshany,1078633
Nemeshetés,1358052
Nemeske,575167
Nemeskeresztúr,1132246
Nemeskisfalud,1367867
Nemeskocs,1132239
Nemeskolta,1131675
Nemeskér,1430603
Nemesládony,1131477
Nemesmedves,1131500
Nemesnádudvar,1130434
Nemesnép,1311784
Nemespátró,1607226
Nemesrempehollós,1131434
Nemesrádó,1358254
Nemesszalók,1078529
Nemesszentandrás,1358056
Nemessándorháza,1359607
Nemesvid,1367865
Nemesvita,1078549
Nemesvámos,1078645
Nemti,1372113
Neszmély,1027778
Nick,1131421
Nikla,1367876
Noszlop,1078497
Noszvaj,1418159
Nova,1356902
Novaj,1418122
Novajidrány,1317827
Nyalka,1440650
Nyergesújfalu,1027805
Nyim,1367936
Nyirád,1078470
Nyomár,1317797
Nyugotszenterzsébet,575288
Nyáregyháza,1323260
Nyárlőrinc,1130373
Nyársapát,1319916
Nyárád,1571938
Nyékládháza,1440868
Nyésta,1391029
Nyíracsád,1447715
Nyíradony,1447719
Nyírbogdány,1447610
Nyírbogát,1452143
Nyírbátor,1452127
Nyírbéltek,1447716
Nyírcsaholy,1452126
Nyírcsászári,1452122
Nyírderzs,1452115
Nyíregyháza,1447608
Nyírgelse,1447645
Nyírgyulaj,1452116
Nyíri,1431966
Nyíribrony,1452118
Nyírjákó,1452129
Nyírkarász,1452608
Nyírkáta,1452150
Nyírkércs,1452153
Nyírlugos,1447718
Nyírlövő,1453875
Nyírmada,1452605
Nyírmeggyes,1452141
Nyírmihálydi,1447635
Nyírmártonfalva,1444231
Nyírparasznya,1452119
Nyírpazony,1447612
Nyírpilis,1452128
Nyírtass,1453539
Nyírtelek,1446109
Nyírtura,1447614
Nyírtét,1447606
Nyírvasvári,1452152
Nyírábrány,1447717
Nyúl,1573075
Nyőgér,1131413
Nábrád,1452113
Nádasd,1131406
Nádasdladány,1361438
Nádudvar,1405215
Nágocs,1367858
Nárai,1131683
Négyes,1335903
Németbánya,1078606
Németfalu,1315862
Németkér,1407271
Nézsa,1373922
Nógrád,1401468
Nógrádkövesd,1373923
Nógrádmarcal,1370303
Nógrádmegyer,1370499
Nógrádsipek,1370498
Nógrádszakál,1371943
Nógrádsáp,1373918
Nóráp,1078518
Nőtincs,1373916
Okorvölgy,1607219
Okorág,575111
Okány,1026201
Olasz,575160
Olaszfa,1131377
Olaszfalu,1078546
Olaszliszka,1453511
Olcsva,1452455
Olcsvaapáti,1452476
Old,575302
Oltárc,1320810
Onga,1440896
Orbányosfa,1359707
Orci,1368098
Ordacsehi,1367992
Ordas,1130378
Orfalu,1131458
Orfű,575261
Orgovány,1130371
Ormosbánya,1418042
Ormándlak,1356908
Orosháza,1026144
Oroszi,1078540
Oroszlány,1027762
Oroszló,575378
Orosztony,1358086
Ortaháza,1314043
Osli,1483319
Ostffyasszonyfa,1132243
Ostoros,1607560
Oszkó,1131334
Oszlár,1418292
Osztopán,1368052
Ozmánbük,1357102
Ozora,1403108
Pacsa,1358255
Padár,1359714
Pakod,1359705
Paks,1493086
Palkonya,575250
Palotabozsok,575143
Palotás,1372518
Paloznak,1078590
Palé,575145
Pamlény,1317807
Pamuk,1367971
Pankasz,1131432
Pannonhalma,1440715
Panyola,1452459
Pap,1453872
Papkeszi,1078462
Papos,1452134
Parasznya,1428649
Parád,1402598
Parádsasvár,1417367
Paszab,1453505
Pat,1360010
Patak,1370321
Patalom,1367996
Patapoklosi,575372
Patca,1367942
Patosfa,1367872
Patvarc,1370319
Pecöl,1131379
Pellérd,575137
Penc,1375474
Penyige,1452444
Penészlek,1447713
Perbál,215936
Pere,1317841
Perecse,1317782
Pereked,575190
Perenye,1131664
Peresznye,1131563
Pereszteg,1458353
Perkupa,1317772
Perkáta,1420594
Perőcsény,1360851
Peterd,575125
Pethőhenye,1357198
Petneháza,1452607
Petrikeresztúr,1356910
Petrivente,1320773
Pettend,575138
Petőfibánya,1372520
Petőfiszállás,1130359
Petőháza,1483478
Petőmihályfa,1131483
Piliny,1370523
Pilis,1323376
Pilisborosjenő,215942
Piliscsaba,215939
Piliscsév,1027754
Pilisjászfalu,215938
Pilismarót,1027768
Pilisszentiván,215944
Pilisszentkereszt,216168
Pilisszentlászló,216167
Pilisszántó,215940
Pilisvörösvár,215943
Pincehely,1403024
Pinkamindszent,1131319
Pinnye,1458346
Piricse,1452112
Pirtó,1130391
Piskó,575384
Pitvaros,1025040
Pocsaj,1443912
Pogány,575168
Pogányszentpéter,1367899
Polgár,1431870
Polgárdi,1458115
Polány,1367889
Pomáz,216159
Porcsalma,1452443
Pornóapáti,1131667
Poroszló,1325131
Porpác,1131363
Porrog,1367888
Porrogszentkirály,1367938
Porrogszentpál,1368051
Porva,1078603
Potony,1367990
Potyond,1483301
Prügy,1433787
Pula,1078534
Pusztaapáti,1315860
Pusztaberki,1370284
Pusztacsalád,1430600
Pusztacsó,1131569
Pusztadobos,1452144
Pusztaederics,1356972
Pusztafalu,1431959
Pusztaföldvár,1026194
Pusztahencse,1493090
Pusztakovácsi,1368038
Pusztamagyaród,1320801
Pusztamiske,1078446
Pusztamonostor,1344988
Pusztamérges,1025115
Pusztaottlaka,1026140
Pusztaradvány,1317830
Pusztaszabolcs,1418515
Pusztaszemes,1367981
Pusztaszentlászló,1356968
Pusztaszer,1025116
Pusztavacs,1356710
Pusztavám,1369088
Pusztazámor,113459
Putnok,1428435
Pácin,1317349
Pácsony,1131416
Páhi,1130352
Páka,1320797
Pákozd,1361434
Pálfa,1403109
Pálfiszeg,1356905
Pálháza,1432025
Páli,1483317
Pálmajor,1368101
Pálmonostora,1130408
Pálosvörösmart,1417307
Pánd,1323379
Pányok,1280994
Pápa,1078479
Pápadereske,1078524
Pápakovácsi,1078620
Pápasalamon,1078636
Pápateszér,1078526
Pápoc,1132231
Páprád,575207
Pári,1503175
Pásztori,1483302
Pásztó,1417422
Pátka,1361436
Pátroha,1453534
Páty,113475
Pátyod,1452487
Pázmánd,1361430
Pázmándfalu,1440655
Pécel,1385400
Pécs,575380
Pécsbagota,575327
Pécsdevecser,575128
Pécsely,1078498
Pécsudvard,575132
Pécsvárad,575323
Pély,1323517
Pénzesgyőr,1078637
Pér,1440632
Péterhida,1367912
Péteri,1385348
Pétervására,1415536
Pétfürdő,1078561
Pócsa,575100
Pócsmegyer,216163
Pócspetri,1447632
Pókaszepetk,1359710
Pórszombat,1315859
Pósfa,1131507
Pölöske,1358263
Pölöskefő,1358088
Pörböly,1501298
Pördefölde,1314045
Pötréte,1358267
Püski,1491445
Püspökhatvan,1375464
Püspökladány,1405221
Püspökmolnári,1131496
Püspökszilágy,1375472
Radostyán,1428655
Ragály,1418033
Rajka,1492741
Rakaca,1317798
Rakacaszend,1317802
Rakamaz,1453510
Ramocsa,1311787
Ramocsaháza,1452120
Raposka,1078642
Ravazd,1440716
Recsk,1417278
Regenye,575154
Regéc,1280979
Regöly,1503229
Remeteszőlős,215947
Resznek,1311781
Rezi,1360477
Ricse,1317364
Rigyác,1320774
Rigács,1078500
Rimóc,1370509
Rinyabesenyő,1368048
Rinyakovácsi,1367940
Rinyaszentkirály,1367851
Rinyaújlak,1368061
Rinyaújnép,1368055
Rohod,1452132
Romhány,1370291
Romonya,575259
Románd,1440713
Rozsály,1452442
Rudabánya,1418036
Rudolftelep,1428423
Rum,1131691
Ruzsa,1025118
Rábacsanak,1480090
Rábacsécsény,1440731
Rábagyarmat,1131375
Rábahídvég,1131402
Rábakecöl,1483470
Rábapatona,1492767
Rábapaty,1131470
Rábapordány,1480089
Rábasebes,1483297
Rábaszentandrás,1480086
Rábaszentmihály,1440737
Rábaszentmiklós,1607339
Rábatamási,1483295
Rábatöttös,1131666
Rábcakapi,1483298
Rácalmás,1420734
Ráckeresztúr,1370246
Ráckeve,222336
Rád,1375471
Rádfalva,575204
Rádóckölked,1131446
Ráksi,1367877
Rákóczibánya,1372089
Rákóczifalva,1273070
Rákócziújfalu,1607434
Rápolt,1452479
Rásonysápberencs,1391178
Rátka,1432103
Rátót,1131365
Réde,1027814
Rédics,1311801
Rém,1130357
Répcelak,1131418
Répceszemere,1430598
Répceszentgyörgy,1131318
Répcevis,1333867
Répáshuta,1418457
Rétalap,1440657
Rétközberencs,1453531
Rétság,1322031
Révfülöp,1078634
Révleányvár,1317362
Rózsafa,575276
Rózsaszentmárton,1417681
Röjtökmuzsaj,1458354
Rönök,1131480
Röszke,1025069
Sajtoskál,1131471
Sajóbábony,1428644
Sajóecseg,1428647
Sajógalgóc,1428441
Sajóhídvég,1440864
Sajóivánka,1428427
Sajókaza,1428438
Sajókeresztúr,1428653
Sajókápolna,1428654
Sajólád,1440880
Sajólászlófalva,1428652
Sajómercse,1428547
Sajónémeti,1428543
Sajópetri,1440879
Sajópálfala,1440899
Sajópüspöki,1428541
Sajósenye,1440928
Sajószentpéter,1428646
Sajószöged,1440867
Sajóvelezd,1428434
Sajóvámos,1440924
Sajóörös,1440863
Salföld,1078439
Salgótarján,1372090
Salköveskút,1131658
Salomvár,1315857
Sand,1360009
Sarkad,1026159
Sarkadkeresztúr,1026136
Sarród,1607326
Sarud,1325122
Segesd,1368079
Sellye,551715
Selyeb,1391026
Semjén,1317356
Semjénháza,1320766
Seregélyes,1361431
Serényfalva,1428439
Siklós,575149
Siklósbodony,575147
Siklósnagyfalu,575356
Sikátor,1440709
Sima,1280988
Simaság,1131354
Simonfa,1367845
Simontornya,1403104
Sirok,1417280
Sitke,1131437
Sióagárd,1501293
Siófok,1368046
Siójut,1367946
Sobor,1440734
Sokorópátka,1440710
Solt,1130376
Soltszentimre,1130386
Soltvadkert,1130438
Solymár,215945
Som,1367857
Somberek,575390
Somlójenő,1078523
Somlószőlős,1078578
Somlóvecse,1078646
Somlóvásárhely,1078550
Somodor,1368070
Somogyacsa,1367869
Somogyapáti,575358
Somogyaracs,1368090
Somogyaszaló,1367836
Somogybabod,1367840
Somogybükkösd,1367846
Somogycsicsó,1368099
Somogydöröcske,1368068
Somogyegres,1367885
Somogyfajsz,1367834
Somogygeszti,1367928
Somogyhatvan,575274
Somogyhárságy,575150
Somogyjád,1367939
Somogymeggyes,1368063
Somogysimonyi,1368017
Somogyszentpál,1367926
Somogyszil,1367920
Somogyszob,1368045
Somogysámson,1368033
Somogysárd,1367837
Somogytúr,1367924
Somogyudvarhely,1368054
Somogyviszló,575226
Somogyvámos,1368083
Somogyvár,1368049
Somogyzsitfa,1367961
Somoskőújfalu,1372088
Sonkád,1452429
Soponya,1402815
Sopron,1491393
Sopronhorpács,1458355
Sopronkövesd,1458348
Sopronnémeti,1483318
Sorkifalud,1131660
Sorkikápolna,1131681
Sormás,1320799
Sorokpolány,1131689
Sukoró,1361448
Sumony,575234
Surd,1607225
Szabadbattyán,1361452
Szabadegyháza,1418519
Szabadhídvég,1458084
Szabadi,1367945
Szabadkígyós,1026149
Szabadszentkirály,575195
Szabadszállás,1130361
Szabolcs,1453508
Szabolcsbáka,1452610
Szabolcsveresmart,1453532
Szabás,1367933
Szada,1385789
Szajk,575240
Szajla,1417279
Szajol,1273072
Szakadát,1503227
Szakcs,1503183
Szakmár,1130319
Szaknyér,1131479
Szakoly,1447649
Szakony,1333866
Szakonyfalu,1131386
Szakácsi,1317833
Szakáld,1418314
Szakály,1503719
Szalafő,1131378
Szalapa,1359788
Szalaszend,1317816
Szalatnak,575337
Szalkszentmárton,1130324
Szalmatercs,1370508
Szalonna,1317779
Szalánta,575242
Szamosangyalos,1452472
Szamosbecs,1452457
Szamoskér,1452111
Szamosszeg,1452133
Szamossályi,1452453
Szamostatárfalva,1452480
Szamosújlak,1452454
Szanda,1370285
Szank,1130428
Szany,1480091
Szaporca,575383
Szarvas,1026183
Szarvasgede,1370533
Szarvaskend,1131361
Szarvaskő,1607553
Szatmárcseke,1452450
Szatta,1607270
Szatymaz,1025065
Szava,575099
Szebény,575189
Szederkény,575142
Szedres,1493766
Szeged,1025105
Szegerdő,1367925
Szeghalom,1026158
Szegi,1433785
Szegilong,1432104
Szegvár,1025051
Szekszárd,1501296
Szeleste,1131466
Szelevény,1319852
Szellő,575101
Szemely,575386
Szemenye,1131472
Szemere,1317783
Szendehely,1607369
Szendrő,1317824
Szendrőlád,1317839
Szenna,1367902
Szenta,1367986
Szentantalfa,1078476
Szentbalázs,1368085
Szentborbás,1368024
Szentbékkálla,1078618
Szentdomonkos,1415531
Szentdénes,575130
Szente,1370286
Szentegát,575229
Szentendre,216160
Szentes,1025074
Szentgotthárd,1131453
Szentgyörgyvár,1359595
Szentgyörgyvölgy,1311788
Szentgál,1078431
Szentgáloskér,1367956
Szentimrefalva,1078545
Szentistván,1335907
Szentistvánbaksa,1439562
Szentjakabfa,1078544
Szentkatalin,575247
Szentkirály,1130313
Szentkirályszabadja,1078600
Szentkozmadombja,1356966
Szentliszló,1320814
Szentlászló,575287
Szentlőrinc,575346
Szentlőrinckáta,1607383
Szentmargitfalva,1320819
Szentmártonkáta,1385346
Szentpéterfa,1131669
Szentpéterfölde,1320808
Szentpéterszeg,1443822
Szentpéterúr,1358252
Szenyér,1367984
Szepetnek,1320771
Szerecseny,1440732
Szeremle,1130429
Szerencs,1433784
Szerep,1405219
Szergény,1132227
Szigetbecse,222337
Szigetcsép,222333
Szigethalom,222332
Szigetmonostor,216157
Szigetszentmiklós,222329
Szigetszentmárton,222335
Szigetvár,575202
Szigetújfalu,222334
Szigliget,1078643
Szihalom,1418111
Szijártóháza,1311723
Szikszó,1440927
Szil,1483320
Szilaspogony,1372110
Szilsárkány,1483303
Szilvágy,1315861
Szilvás,575325
Szilvásszentmárton,1368091
Szilvásvárad,1418234
Szilágy,575313
Szin,1317795
Szinpetri,1317776
Szirmabesenyő,1440900
Szirák,1370534
Szob,1370263
Szokolya,1401467
Szolnok,1273068
Szombathely,1131673
Szomolya,1418153
Szomor,1027776
Szomód,1027786
Szorgalmatos,1446111
Szorosad,1367919
Szuha,1417370
Szuhafő,1418037
Szuhakálló,1428422
Szuhogy,1317837
Szulimán,575161
Szulok,1367913
Szurdokpüspöki,1417421
Szágy,575233
Szákszend,1027764
Szálka,1501287
Szántód,1368096
Szápár,1078541
Szár,1607350
Szárazd,1503225
Szárföld,1483321
Szárliget,1027752
Szárász,575339
Szászberek,1323438
Szászfa,1317789
Szászvár,575133
Szátok,1370302
Százhalombatta,112432
Szécsisziget,1359846
Szécsénke,1370290
Szécsény,1370535
Szécsényfelfalu,1370536
Székely,1452109
Székelyszabar,575129
Székesfehérvár,1361450
Székkutas,1025059
Szólád,1367962
Szögliget,1317813
Szörény,575264
Szúcs,1415530
Szügy,1370322
Szőc,1078504
Szőce,1131508
Sződ,1375511
Sződliget,1375512
Szőke,575115
Szőkedencs,1367916
Szőkéd,575336
Szőlősardó,1317817
Szőlősgyörök,1367969
Szűcsi,1417679
Szűr,575108
Ságvár,1367887
Ságújfalu,1370513
Sály,1418456
Sámod,575277
Sámsonháza,1370528
Sándorfalva,1025100
Sántos,1367973
Sáp,1405225
Sárazsadány,1432106
Sárbogárd,1403022
Sáregres,1403111
Sárfimizdó,1131426
Sárhida,1358049
Sárisáp,1027763
Sárkeresztes,1361432
Sárkeresztúr,1402809
Sárkeszi,1361446
Sármellék,1360531
Sárok,575193
Sárosd,1420600
Sárospatak,1432114
Sárpilis,1501291
Sárrétudvari,1405222
Sárszentlőrinc,1503230
Sárszentmihály,1607345
Sárszentágota,1402813
Sárvár,1131510
Sáránd,1443818
Sásd,575116
Sáska,1078559
